Colegio,Localidad,Estrato,Puntaje_Lenguaje,Puntaje_Matematicas,Puntaje_Ciencias,Puntaje_Sociales,Puntaje_Ingles,Acceso_Internet_Hogar_x,Repitente,Genero,Puntaje_Global,Poblacion_Total,Ingreso_Promedio,Indice_Pobreza,Tasa_Desempleo,Nivel_Educativo_Promedio,Cobertura_Salud,Indice_Calidad_Vida,Tasa_Asistencia,Horas_Estudio
Colegio_35,Usaquén,3,44.1,55.5,56.3,58.7,46.1,1,0,F,52.1,342004,3238341,5.0,7.2,10.1,93.8,94.4,92.0,11.7
Colegio_13,Antonio Nariño,4,59.7,39.0,56.1,68.9,67.8,1,1,F,58.3,179797,1489362,18.5,9.3,8.2,83.7,26.2,89.1,10.8
Colegio_4,Bosa,1,57.7,73.7,43.3,60.4,97.3,1,0,F,66.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,81.7,5.4
Colegio_28,Sumapaz,3,54.2,81.0,56.1,57.3,67.2,1,0,M,63.2,344465,1626165,19.6,7.6,8.7,85.7,34.7,97.0,7.4
Colegio_23,Puente Aranda,3,70.8,46.0,64.0,49.3,62.8,1,1,F,58.6,246116,1732058,14.5,8.9,9.4,88.2,41.2,94.9,17.9
Colegio_18,Chapinero,2,65.0,76.0,47.0,37.5,40.0,0,1,F,53.1,153158,2764676,5.3,7.4,10.3,96.3,83.6,91.5,13.3
Colegio_21,Rafael Uribe Uribe,2,46.6,58.5,47.6,78.8,63.3,0,1,F,58.9,222600,1728859,20.1,7.0,8.9,84.2,37.8,96.3,15.7
Colegio_39,Ciudad Bolívar,1,56.5,54.1,47.9,70.1,42.6,1,1,M,54.2,633863,1673046,16.4,8.8,9.0,92.3,36.4,96.7,9.1
Colegio_14,Sumapaz,4,67.6,71.0,63.9,44.7,63.4,0,0,F,62.1,344465,1626165,19.6,7.6,8.7,85.7,34.7,92.7,12.6
Colegio_13,San Cristóbal,6,53.5,65.2,34.8,30.1,52.7,0,1,M,47.2,404902,1665631,20.3,10.8,9.1,86.7,40.2,95.9,5.0
Colegio_20,Rafael Uribe Uribe,5,55.2,49.8,53.9,53.6,56.8,0,1,F,53.9,222600,1728859,20.1,7.0,8.9,84.2,37.8,92.4,14.1
Colegio_13,Chapinero,2,50.2,61.6,37.1,52.5,44.1,1,1,F,49.1,153158,2764676,5.3,7.4,10.3,96.3,83.6,92.0,8.6
Colegio_8,Fontibón,3,49.3,65.0,60.7,52.5,57.4,1,1,M,57.0,475856,2414409,10.7,7.7,9.3,88.8,61.6,90.5,8.9
Colegio_4,Fontibón,4,65.4,83.5,53.5,65.6,50.2,1,1,F,63.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,93.8,13.0
Colegio_6,Usme,3,57.6,62.0,67.5,50.9,78.4,1,1,M,63.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,79.0,18.7
Colegio_24,Kennedy,2,62.6,59.9,45.9,54.3,49.1,0,1,M,54.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,97.0,1.3
Colegio_24,Usme,1,56.9,65.7,65.7,65.5,82.7,0,1,M,67.3,495408,1505279,18.8,9.0,9.8,86.0,41.1,96.8,16.5
Colegio_20,Fontibón,4,49.4,47.5,47.2,59.2,53.3,1,1,F,51.3,475856,2414409,10.7,7.7,9.3,88.8,61.6,75.7,5.8
Colegio_13,Tunjuelito,2,42.3,63.9,47.5,55.9,74.8,1,1,F,56.9,270499,1603700,19.6,10.3,9.7,89.3,44.5,95.6,8.9
Colegio_34,Engativá,2,50.9,43.1,45.5,53.7,45.4,1,1,M,47.7,945826,2815166,9.2,8.6,10.2,91.6,85.3,78.2,0.4
Colegio_8,Bosa,5,61.7,83.6,50.8,50.0,76.0,1,1,F,64.4,748890,1774895,15.5,7.8,9.2,86.0,44.0,83.4,6.0
Colegio_34,Antonio Nariño,5,60.3,58.2,54.0,68.1,74.4,1,0,M,63.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,93.6,10.1
Colegio_5,Teusaquillo,4,35.8,54.5,43.0,46.4,66.9,1,1,F,49.3,194327,2990383,5.1,7.0,10.5,94.4,90.1,79.0,1.1
Colegio_16,Usme,1,76.7,77.8,49.1,34.9,57.0,1,0,F,59.1,495408,1505279,18.8,9.0,9.8,86.0,41.1,95.4,9.8
Colegio_16,Bosa,5,47.3,45.9,66.0,43.1,48.5,0,1,M,50.2,748890,1774895,15.5,7.8,9.2,86.0,44.0,95.8,18.5
Colegio_14,Tunjuelito,3,53.9,47.4,55.6,49.7,49.6,1,1,F,51.2,270499,1603700,19.6,10.3,9.7,89.3,44.5,87.7,2.1
Colegio_27,Ciudad Bolívar,2,57.5,52.8,71.3,63.1,41.9,0,1,M,57.3,633863,1673046,16.4,8.8,9.0,92.3,36.4,75.2,15.3
Colegio_31,Antonio Nariño,4,75.0,49.6,61.7,50.7,26.8,1,1,M,52.8,179797,1489362,18.5,9.3,8.2,83.7,26.2,82.2,8.2
Colegio_14,Engativá,1,44.9,75.0,58.8,40.8,53.1,1,1,F,54.5,945826,2815166,9.2,8.6,10.2,91.6,85.3,90.4,13.1
Colegio_31,Bosa,2,45.2,42.5,55.6,44.2,67.9,1,1,M,51.1,748890,1774895,15.5,7.8,9.2,86.0,44.0,99.5,5.2
Colegio_14,Rafael Uribe Uribe,3,43.2,60.2,63.3,51.2,44.7,1,1,F,52.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,90.8,3.2
Colegio_24,Rafael Uribe Uribe,6,57.7,44.2,55.6,57.6,51.6,1,1,M,53.3,222600,1728859,20.1,7.0,8.9,84.2,37.8,81.5,3.2
Colegio_35,Los Mártires,1,61.7,37.8,60.2,95.6,53.8,1,1,F,61.8,324447,1274484,23.8,8.6,9.0,86.0,27.6,90.9,1.4
Colegio_15,Chapinero,1,57.1,28.8,62.9,72.6,73.6,1,1,M,59.0,153158,2764676,5.3,7.4,10.3,96.3,83.6,88.5,3.7
Colegio_20,Engativá,2,77.2,67.9,46.5,65.5,46.4,1,1,F,60.7,945826,2815166,9.2,8.6,10.2,91.6,85.3,94.5,13.3
Colegio_28,Engativá,2,50.9,43.0,78.3,52.1,21.6,1,1,F,49.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,77.7,17.6
Colegio_38,Rafael Uribe Uribe,2,57.5,47.7,63.3,67.3,42.6,1,1,M,55.7,222600,1728859,20.1,7.0,8.9,84.2,37.8,94.0,16.3
Colegio_27,Usaquén,2,33.6,59.3,38.9,71.5,42.8,1,1,M,49.2,342004,3238341,5.0,7.2,10.1,93.8,94.4,88.5,13.7
Colegio_1,San Cristóbal,4,26.5,64.0,71.6,60.0,65.1,1,1,F,57.4,404902,1665631,20.3,10.8,9.1,86.7,40.2,99.1,2.2
Colegio_12,Rafael Uribe Uribe,4,61.3,44.1,41.2,54.1,34.7,1,1,M,47.1,222600,1728859,20.1,7.0,8.9,84.2,37.8,83.5,5.8
Colegio_39,Suba,3,61.3,61.7,66.1,35.1,63.0,1,1,M,57.4,829007,2455432,8.3,7.4,10.2,87.3,75.0,90.8,6.2
Colegio_27,Usaquén,3,41.1,74.7,40.4,49.5,75.2,0,0,F,56.2,342004,3238341,5.0,7.2,10.1,93.8,94.4,98.3,5.0
Colegio_36,Los Mártires,3,54.2,58.1,39.6,46.8,60.2,0,1,M,51.8,324447,1274484,23.8,8.6,9.0,86.0,27.6,77.6,10.3
Colegio_31,Sumapaz,5,62.2,47.1,56.0,51.2,54.5,1,1,F,54.2,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.4,10.7
Colegio_24,Kennedy,3,51.3,39.8,71.4,63.7,58.7,1,1,F,57.0,1011301,1855181,16.9,8.3,9.3,88.9,49.2,92.2,7.1
Colegio_32,Barrios Unidos,5,45.2,56.9,55.9,59.0,58.6,1,1,F,55.1,246732,2464266,14.4,8.9,10.2,88.7,70.4,76.7,7.1
Colegio_20,Usaquén,5,54.1,54.9,49.3,43.2,70.6,1,1,M,54.4,342004,3238341,5.0,7.2,10.1,93.8,94.4,82.5,16.6
Colegio_23,Bosa,3,78.9,65.8,41.3,12.8,52.5,1,1,M,50.3,748890,1774895,15.5,7.8,9.2,86.0,44.0,92.7,15.8
Colegio_3,Puente Aranda,2,64.7,61.0,68.7,72.0,45.4,1,1,F,62.4,246116,1732058,14.5,8.9,9.4,88.2,41.2,76.7,6.2
Colegio_16,La Candelaria,4,49.7,48.2,61.0,66.1,62.6,1,1,M,57.5,171142,1311336,23.8,11.6,9.2,84.1,30.3,89.6,18.3
Colegio_2,Santa Fe,4,65.7,37.6,48.5,60.9,60.8,1,1,M,54.7,339318,1479614,21.0,9.6,9.4,85.8,37.6,83.6,19.1
Colegio_37,Santa Fe,2,58.2,38.2,53.1,71.7,51.7,1,1,F,54.6,339318,1479614,21.0,9.6,9.4,85.8,37.6,90.5,6.5
Colegio_21,Usme,5,55.9,56.4,69.4,50.7,33.6,0,0,M,53.2,495408,1505279,18.8,9.0,9.8,86.0,41.1,76.1,7.1
Colegio_3,Fontibón,2,59.0,54.4,72.1,58.7,52.2,0,1,F,59.3,475856,2414409,10.7,7.7,9.3,88.8,61.6,96.8,10.1
Colegio_12,Antonio Nariño,1,59.1,55.3,61.4,46.6,72.7,0,1,M,59.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,99.3,18.8
Colegio_28,Ciudad Bolívar,1,39.2,47.9,54.2,62.6,54.2,0,1,F,51.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,99.2,17.5
Colegio_25,Usme,4,58.1,62.7,47.6,48.3,58.9,1,1,F,55.1,495408,1505279,18.8,9.0,9.8,86.0,41.1,93.7,2.1
Colegio_16,Tunjuelito,1,50.8,61.0,47.3,56.4,48.8,0,1,M,52.9,270499,1603700,19.6,10.3,9.7,89.3,44.5,78.3,7.9
Colegio_12,La Candelaria,2,54.4,73.5,75.1,62.2,62.4,1,1,F,65.5,171142,1311336,23.8,11.6,9.2,84.1,30.3,94.0,11.1
Colegio_21,Bosa,6,43.8,57.8,56.9,51.4,55.0,1,1,F,53.0,748890,1774895,15.5,7.8,9.2,86.0,44.0,75.6,10.1
Colegio_22,Puente Aranda,2,59.7,55.6,58.9,48.6,48.2,1,1,M,54.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,75.6,3.9
Colegio_19,Puente Aranda,3,57.4,60.2,75.9,42.8,79.0,1,1,M,63.1,246116,1732058,14.5,8.9,9.4,88.2,41.2,83.1,17.2
Colegio_12,Tunjuelito,1,54.7,50.5,31.3,46.5,61.3,1,1,M,48.8,270499,1603700,19.6,10.3,9.7,89.3,44.5,87.2,13.5
Colegio_12,Kennedy,3,58.2,66.0,78.1,73.5,59.9,1,1,M,67.1,1011301,1855181,16.9,8.3,9.3,88.9,49.2,94.3,16.8
Colegio_23,Rafael Uribe Uribe,4,59.3,58.5,43.7,43.8,72.3,0,1,M,55.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,92.1,17.2
Colegio_35,Suba,3,66.1,59.6,38.0,50.9,60.0,1,1,M,54.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,86.1,15.0
Colegio_9,Barrios Unidos,4,37.7,66.9,40.1,61.1,59.2,1,1,M,53.0,246732,2464266,14.4,8.9,10.2,88.7,70.4,81.8,8.8
Colegio_21,La Candelaria,2,75.1,75.0,37.2,57.8,47.3,0,1,F,58.5,171142,1311336,23.8,11.6,9.2,84.1,30.3,99.9,12.2
Colegio_17,Usme,4,55.8,57.4,65.2,39.6,26.8,1,1,M,48.9,495408,1505279,18.8,9.0,9.8,86.0,41.1,85.7,3.2
Colegio_2,Kennedy,1,50.4,51.1,62.2,49.8,68.5,1,0,F,56.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,86.3,13.5
Colegio_37,Antonio Nariño,2,65.7,60.8,67.3,60.8,61.7,1,1,M,63.3,179797,1489362,18.5,9.3,8.2,83.7,26.2,79.1,3.6
Colegio_11,Bosa,5,54.3,48.0,42.4,42.9,50.6,0,1,F,47.6,748890,1774895,15.5,7.8,9.2,86.0,44.0,94.9,13.9
Colegio_21,Rafael Uribe Uribe,2,74.9,49.7,61.9,63.0,68.0,1,1,M,63.5,222600,1728859,20.1,7.0,8.9,84.2,37.8,92.3,4.6
Colegio_5,Tunjuelito,2,57.5,75.3,59.3,44.0,54.0,1,1,F,58.0,270499,1603700,19.6,10.3,9.7,89.3,44.5,80.5,2.4
Colegio_34,Santa Fe,3,66.7,53.2,52.5,79.9,63.1,0,1,M,63.1,339318,1479614,21.0,9.6,9.4,85.8,37.6,77.1,3.3
Colegio_37,La Candelaria,3,55.5,42.7,68.2,58.1,59.3,1,1,F,56.8,171142,1311336,23.8,11.6,9.2,84.1,30.3,92.0,0.0
Colegio_32,Rafael Uribe Uribe,2,51.0,50.9,46.2,60.2,63.1,0,0,F,54.3,222600,1728859,20.1,7.0,8.9,84.2,37.8,91.4,14.4
Colegio_10,Kennedy,2,63.4,47.1,27.8,41.8,53.7,1,1,M,46.7,1011301,1855181,16.9,8.3,9.3,88.9,49.2,81.8,14.6
Colegio_39,Sumapaz,2,73.0,50.6,67.7,58.6,52.1,0,0,M,60.4,344465,1626165,19.6,7.6,8.7,85.7,34.7,98.8,10.3
Colegio_13,Puente Aranda,4,69.6,35.1,64.1,74.2,48.0,1,0,F,58.2,246116,1732058,14.5,8.9,9.4,88.2,41.2,78.8,3.2
Colegio_2,Sumapaz,2,62.9,52.7,49.2,63.1,47.1,1,0,F,55.0,344465,1626165,19.6,7.6,8.7,85.7,34.7,85.8,1.7
Colegio_23,Engativá,2,65.2,47.5,55.1,49.6,61.6,1,1,M,55.8,945826,2815166,9.2,8.6,10.2,91.6,85.3,98.6,0.4
Colegio_40,Tunjuelito,2,67.3,69.8,54.2,55.0,53.3,0,1,M,59.9,270499,1603700,19.6,10.3,9.7,89.3,44.5,85.5,3.3
Colegio_3,Usme,5,67.4,67.3,50.7,53.0,60.8,1,1,F,59.8,495408,1505279,18.8,9.0,9.8,86.0,41.1,91.0,17.8
Colegio_21,Kennedy,5,68.5,48.7,59.3,58.7,39.1,1,1,M,54.9,1011301,1855181,16.9,8.3,9.3,88.9,49.2,84.9,4.8
Colegio_10,Santa Fe,5,31.4,37.1,56.2,50.6,60.4,1,1,M,47.2,339318,1479614,21.0,9.6,9.4,85.8,37.6,81.9,7.1
Colegio_3,Ciudad Bolívar,5,46.8,46.9,51.5,35.5,58.0,1,1,M,47.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,99.6,2.1
Colegio_15,Suba,1,64.4,66.1,53.9,70.9,57.1,1,1,F,62.5,829007,2455432,8.3,7.4,10.2,87.3,75.0,85.2,4.4
Colegio_10,Usme,5,63.8,53.2,37.7,59.0,68.2,0,1,M,56.4,495408,1505279,18.8,9.0,9.8,86.0,41.1,97.4,10.4
Colegio_9,Sumapaz,3,31.1,39.8,46.7,78.2,53.6,0,1,M,49.9,344465,1626165,19.6,7.6,8.7,85.7,34.7,80.7,12.2
Colegio_16,Puente Aranda,5,51.9,55.1,47.1,61.9,51.9,1,1,F,53.6,246116,1732058,14.5,8.9,9.4,88.2,41.2,80.3,4.9
Colegio_24,Kennedy,5,35.9,67.3,53.6,74.1,56.1,1,1,F,57.4,1011301,1855181,16.9,8.3,9.3,88.9,49.2,75.8,1.2
Colegio_20,Kennedy,4,39.7,50.8,56.2,57.2,63.7,1,1,F,53.5,1011301,1855181,16.9,8.3,9.3,88.9,49.2,91.3,7.8
Colegio_30,Sumapaz,5,55.7,48.5,63.8,55.1,47.9,1,1,F,54.2,344465,1626165,19.6,7.6,8.7,85.7,34.7,84.2,4.7
Colegio_13,Los Mártires,3,47.4,47.1,52.8,62.4,50.3,0,0,M,52.0,324447,1274484,23.8,8.6,9.0,86.0,27.6,96.6,4.4
Colegio_1,Ciudad Bolívar,3,49.1,51.2,47.2,64.5,64.1,1,1,M,55.2,633863,1673046,16.4,8.8,9.0,92.3,36.4,86.8,19.2
Colegio_4,Teusaquillo,5,49.8,57.3,66.1,64.6,62.5,0,1,F,60.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,99.2,12.3
Colegio_7,Suba,3,57.9,70.7,63.0,69.2,56.0,0,1,M,63.4,829007,2455432,8.3,7.4,10.2,87.3,75.0,79.6,11.1
Colegio_36,Teusaquillo,1,64.9,57.8,53.7,68.8,33.0,1,1,F,55.6,194327,2990383,5.1,7.0,10.5,94.4,90.1,96.7,8.3
Colegio_21,Ciudad Bolívar,2,43.6,64.8,43.8,35.3,50.1,1,0,M,47.5,633863,1673046,16.4,8.8,9.0,92.3,36.4,94.4,8.6
Colegio_30,Los Mártires,4,52.9,58.1,70.9,44.5,55.3,1,0,F,56.3,324447,1274484,23.8,8.6,9.0,86.0,27.6,94.3,10.8
Colegio_39,Los Mártires,3,58.5,43.9,47.8,53.3,52.1,1,1,M,51.1,324447,1274484,23.8,8.6,9.0,86.0,27.6,96.1,13.9
Colegio_27,Bosa,4,51.4,71.2,60.4,63.0,39.1,1,1,F,57.0,748890,1774895,15.5,7.8,9.2,86.0,44.0,94.0,14.0
Colegio_26,Antonio Nariño,3,63.8,44.5,44.4,63.5,45.3,1,1,M,52.3,179797,1489362,18.5,9.3,8.2,83.7,26.2,90.7,3.4
Colegio_19,La Candelaria,2,55.5,47.7,62.1,41.4,41.6,0,0,F,49.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,78.3,10.0
Colegio_14,Rafael Uribe Uribe,4,69.4,63.2,51.0,77.0,69.5,1,1,M,66.0,222600,1728859,20.1,7.0,8.9,84.2,37.8,75.8,8.2
Colegio_40,Ciudad Bolívar,5,42.2,60.1,62.1,64.0,65.8,1,1,F,58.8,633863,1673046,16.4,8.8,9.0,92.3,36.4,98.0,17.4
Colegio_31,La Candelaria,3,84.9,42.6,50.4,48.7,61.9,0,0,F,57.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,90.4,12.6
Colegio_7,Rafael Uribe Uribe,5,47.7,39.1,75.3,24.6,60.2,0,1,M,49.4,222600,1728859,20.1,7.0,8.9,84.2,37.8,94.9,10.7
Colegio_33,Fontibón,6,71.8,66.1,54.6,36.9,48.8,1,1,M,55.6,475856,2414409,10.7,7.7,9.3,88.8,61.6,87.0,2.3
Colegio_9,Usme,2,68.7,67.2,57.4,46.4,28.1,0,1,M,53.5,495408,1505279,18.8,9.0,9.8,86.0,41.1,77.9,12.1
Colegio_2,Suba,3,75.3,56.3,62.0,46.7,58.0,0,0,M,59.7,829007,2455432,8.3,7.4,10.2,87.3,75.0,78.1,2.3
Colegio_36,Bosa,1,64.6,43.2,74.5,68.8,59.8,1,1,F,62.2,748890,1774895,15.5,7.8,9.2,86.0,44.0,92.1,6.7
Colegio_7,Fontibón,3,46.6,55.1,52.3,70.5,47.2,1,0,F,54.4,475856,2414409,10.7,7.7,9.3,88.8,61.6,85.8,2.9
Colegio_5,Kennedy,2,19.5,70.7,44.7,67.0,26.7,1,1,M,45.7,1011301,1855181,16.9,8.3,9.3,88.9,49.2,80.0,13.8
Colegio_22,Barrios Unidos,3,46.1,58.8,54.6,50.6,41.3,1,1,F,50.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,87.3,4.1
Colegio_34,Tunjuelito,1,68.0,47.3,35.4,74.0,37.0,1,1,F,52.3,270499,1603700,19.6,10.3,9.7,89.3,44.5,76.6,7.8
Colegio_16,Usaquén,4,57.8,64.5,38.4,30.4,60.6,1,1,M,50.4,342004,3238341,5.0,7.2,10.1,93.8,94.4,89.5,17.9
Colegio_14,Teusaquillo,3,42.7,78.4,78.0,27.4,85.1,1,1,F,62.3,194327,2990383,5.1,7.0,10.5,94.4,90.1,81.7,4.1
Colegio_9,Engativá,4,40.4,80.5,56.6,38.5,31.7,0,1,M,49.5,945826,2815166,9.2,8.6,10.2,91.6,85.3,94.9,10.2
Colegio_6,Barrios Unidos,3,41.0,61.3,55.4,57.5,46.4,0,1,F,52.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,82.8,8.4
Colegio_37,Ciudad Bolívar,1,49.3,54.4,46.2,53.3,47.9,1,1,M,50.2,633863,1673046,16.4,8.8,9.0,92.3,36.4,86.4,0.4
Colegio_2,San Cristóbal,3,53.2,37.1,34.5,57.1,56.7,1,1,F,47.7,404902,1665631,20.3,10.8,9.1,86.7,40.2,75.3,15.9
Colegio_37,Kennedy,4,73.4,46.1,69.0,46.2,64.5,1,1,F,59.8,1011301,1855181,16.9,8.3,9.3,88.9,49.2,76.8,1.4
Colegio_19,Bosa,3,58.4,70.4,57.6,48.3,58.9,0,1,F,58.7,748890,1774895,15.5,7.8,9.2,86.0,44.0,84.8,9.5
Colegio_17,Fontibón,4,47.9,64.4,42.2,57.7,48.1,1,1,M,52.1,475856,2414409,10.7,7.7,9.3,88.8,61.6,87.0,11.2
Colegio_1,Puente Aranda,3,59.5,57.1,48.6,51.7,53.0,1,1,F,54.0,246116,1732058,14.5,8.9,9.4,88.2,41.2,90.0,12.6
Colegio_4,Los Mártires,5,45.4,45.1,46.8,71.1,54.8,1,1,M,52.6,324447,1274484,23.8,8.6,9.0,86.0,27.6,82.3,13.8
Colegio_37,Suba,4,73.0,64.1,59.7,59.7,48.1,1,1,M,60.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,92.4,5.1
Colegio_30,Suba,3,36.9,62.3,71.8,38.8,43.2,1,0,F,50.6,829007,2455432,8.3,7.4,10.2,87.3,75.0,96.5,0.2
Colegio_30,Sumapaz,1,62.1,61.2,38.9,49.4,46.2,1,1,M,51.6,344465,1626165,19.6,7.6,8.7,85.7,34.7,94.5,14.5
Colegio_29,Fontibón,3,38.8,45.9,58.5,57.2,49.3,0,1,F,50.0,475856,2414409,10.7,7.7,9.3,88.8,61.6,76.0,10.7
Colegio_21,Ciudad Bolívar,5,49.9,46.9,49.7,48.4,52.9,0,1,F,49.6,633863,1673046,16.4,8.8,9.0,92.3,36.4,87.0,16.7
Colegio_3,Suba,3,62.7,39.4,41.6,67.6,58.2,1,1,F,53.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,77.6,16.4
Colegio_25,Engativá,5,60.3,28.6,44.4,43.3,76.5,1,1,F,50.6,945826,2815166,9.2,8.6,10.2,91.6,85.3,81.1,16.9
Colegio_3,Teusaquillo,5,52.5,48.6,75.6,44.3,74.7,1,1,M,59.1,194327,2990383,5.1,7.0,10.5,94.4,90.1,99.7,9.7
Colegio_11,Antonio Nariño,4,56.2,57.7,35.8,51.5,48.7,1,1,M,50.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,78.6,6.7
Colegio_39,Barrios Unidos,3,36.4,49.4,52.6,62.2,45.9,0,1,M,49.3,246732,2464266,14.4,8.9,10.2,88.7,70.4,87.5,15.8
Colegio_37,Los Mártires,1,36.9,68.5,53.6,68.4,49.6,1,1,M,55.4,324447,1274484,23.8,8.6,9.0,86.0,27.6,90.5,9.0
Colegio_21,Fontibón,3,61.5,39.5,48.7,72.3,43.0,1,1,M,53.0,475856,2414409,10.7,7.7,9.3,88.8,61.6,92.6,3.7
Colegio_14,San Cristóbal,3,76.4,70.8,64.7,53.4,67.8,1,1,F,66.6,404902,1665631,20.3,10.8,9.1,86.7,40.2,89.0,17.1
Colegio_39,Engativá,3,65.0,65.0,62.5,42.1,54.9,0,1,M,57.9,945826,2815166,9.2,8.6,10.2,91.6,85.3,75.2,17.7
Colegio_31,La Candelaria,2,58.0,40.0,67.8,56.0,45.9,1,1,M,53.6,171142,1311336,23.8,11.6,9.2,84.1,30.3,83.2,9.3
Colegio_40,La Candelaria,4,67.0,86.0,75.2,38.0,42.4,1,0,M,61.7,171142,1311336,23.8,11.6,9.2,84.1,30.3,87.9,1.5
Colegio_27,San Cristóbal,3,56.7,52.3,68.5,66.3,74.3,0,0,M,63.6,404902,1665631,20.3,10.8,9.1,86.7,40.2,77.2,7.8
Colegio_17,Santa Fe,3,65.9,42.9,60.7,61.3,79.1,1,0,M,62.0,339318,1479614,21.0,9.6,9.4,85.8,37.6,83.8,16.1
Colegio_24,Chapinero,5,59.8,43.4,34.2,56.2,62.9,1,1,M,51.3,153158,2764676,5.3,7.4,10.3,96.3,83.6,75.8,18.0
Colegio_35,Suba,3,56.5,49.3,48.5,33.1,38.0,1,1,F,45.1,829007,2455432,8.3,7.4,10.2,87.3,75.0,77.0,4.1
Colegio_19,Engativá,2,36.1,50.7,62.0,44.8,47.6,1,1,F,48.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,84.9,1.3
Colegio_34,Engativá,1,59.4,48.0,61.4,62.8,59.2,1,0,F,58.2,945826,2815166,9.2,8.6,10.2,91.6,85.3,78.3,17.5
Colegio_3,Antonio Nariño,6,59.3,58.5,40.4,59.0,54.1,1,1,M,54.3,179797,1489362,18.5,9.3,8.2,83.7,26.2,89.2,7.8
Colegio_18,Suba,3,64.2,69.9,48.9,63.8,62.7,1,1,F,61.9,829007,2455432,8.3,7.4,10.2,87.3,75.0,92.2,10.8
Colegio_31,Engativá,5,53.5,47.0,63.6,41.6,47.9,1,1,M,50.7,945826,2815166,9.2,8.6,10.2,91.6,85.3,95.0,19.4
Colegio_15,Bosa,1,58.9,58.2,51.5,68.3,55.6,0,1,F,58.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,80.0,1.3
Colegio_26,Santa Fe,3,48.9,68.0,58.7,59.0,59.4,1,1,M,58.8,339318,1479614,21.0,9.6,9.4,85.8,37.6,79.2,13.0
Colegio_17,Ciudad Bolívar,3,73.9,48.9,58.6,54.1,35.0,1,1,M,54.1,633863,1673046,16.4,8.8,9.0,92.3,36.4,77.6,1.5
Colegio_13,Antonio Nariño,2,48.9,46.6,53.3,46.1,60.1,1,1,F,51.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,90.9,7.5
Colegio_18,Antonio Nariño,4,48.2,57.0,63.8,48.2,67.9,1,1,M,57.0,179797,1489362,18.5,9.3,8.2,83.7,26.2,92.7,16.1
Colegio_12,Teusaquillo,4,55.6,16.6,49.2,68.7,63.5,0,1,F,50.7,194327,2990383,5.1,7.0,10.5,94.4,90.1,75.8,8.7
Colegio_22,Ciudad Bolívar,1,34.9,54.2,54.1,67.5,55.9,1,1,M,53.3,633863,1673046,16.4,8.8,9.0,92.3,36.4,98.4,19.9
Colegio_37,Usaquén,2,44.5,79.4,53.5,66.0,42.7,0,1,M,57.2,342004,3238341,5.0,7.2,10.1,93.8,94.4,76.3,11.2
Colegio_11,Kennedy,2,35.7,49.7,39.8,37.5,53.1,1,0,M,43.1,1011301,1855181,16.9,8.3,9.3,88.9,49.2,88.5,6.4
Colegio_13,Bosa,5,74.9,74.9,33.3,55.3,34.2,0,1,M,54.5,748890,1774895,15.5,7.8,9.2,86.0,44.0,92.7,4.4
Colegio_36,Bosa,2,59.9,59.9,49.1,66.5,63.5,1,1,M,59.8,748890,1774895,15.5,7.8,9.2,86.0,44.0,96.8,7.0
Colegio_25,Kennedy,3,48.6,52.3,30.4,53.3,75.8,1,0,F,52.1,1011301,1855181,16.9,8.3,9.3,88.9,49.2,92.9,7.5
Colegio_19,Los Mártires,6,43.3,57.8,73.3,53.6,39.6,1,0,F,53.5,324447,1274484,23.8,8.6,9.0,86.0,27.6,95.0,1.4
Colegio_1,Usaquén,6,79.9,60.3,64.4,78.5,46.9,0,1,F,66.0,342004,3238341,5.0,7.2,10.1,93.8,94.4,83.5,7.4
Colegio_14,Chapinero,3,35.6,47.4,57.5,76.6,50.6,0,1,M,53.5,153158,2764676,5.3,7.4,10.3,96.3,83.6,95.4,9.3
Colegio_2,Santa Fe,3,55.2,37.5,58.4,47.9,73.2,1,1,M,54.4,339318,1479614,21.0,9.6,9.4,85.8,37.6,77.0,14.5
